순번,단지명,주소,공급유형,공급면적,세대수,건축사용승인일자,제품대체일자,매입년도
17998,청년신혼부부매입임대(경기의정부시),경기도 의정부시 호국로1142번길 22(가능동 브라운스톤흥선),청년신혼부부매입임대,59.986,1,2008-01-29,,2018
17999,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59.986,1,2014-05-30,,2017
18000,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59.53,1,2014-05-30,,2017
18001,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59.53,1,2014-05-22,,2017
18002,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59,1,2014-05-28,,2017
18003,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59.52,1,2014-05-28,,2017
18004,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59.52,1,2014-05-22,,2017
18005,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59,1,2014-05-28,,2017
18006,청년신혼부부매입임대(경기평택시),경기도 평택시 서재로 36(동삭동 서재자이아파트),청년신혼부부매입임대,59.52,1,2014-05-22,,2017
18007,청년신혼부부매입임대(경기평택시),경기도 평택시 평남로 671(비전동 비전 경남아너스빌),청년신혼부부매입임대,59.56,1,2009-11-01,,2017
18008,청년신혼부부매입임대(경기평택시),경기도 평택시 평남로 671(비전동 비전 경남아너스빌),청년신혼부부매입임대,59.767,1,2009-11-16,,2017
18009,청년신혼부부매입임대(경기평택시),경기도 평택시 평남로 671(비전동 비전 경남아너스빌),청년신혼부부매입임대,59,1,2009-11-16,,2017
18010,청년신혼부부매입임대(경기평택시),경기도 평택시 평남로 671(비전동 비전 경남아너스빌),청년신혼부부매입임대,59,1,2009-11-01,,2017
18011,청년신혼부부매입임대(경기평택시),경기도 평택시 평남로 671(비전동 비전 경남아너스빌),청년신혼부부매입임대,59.767,1,2009-11-16,,2017
18012,청년신혼부부매입임대(경기평택시),경기도 평택시 평남로 671(비전동 비전 경남아너스빌),청년신혼부부매입임대,59,1,2009-11-01,,2017
18013,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원선로 50(원곡동 벽산블루밍아파트),청년신혼부부매입임대,59.871,1,2004-09-30,,2018
18014,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원선로 50(원곡동 벽산블루밍아파트),청년신혼부부매입임대,59.95,1,2004-09-30,,2018
18015,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원선로 50(원곡동 벽산블루밍아파트),청년신혼부부매입임대,59.95,1,2004-08-04,,2018
18016,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원선로 50(원곡동 벽산블루밍아파트),청년신혼부부매입임대,59.95,1,2004-08-04,,2018
18017,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원선로 50(원곡동 벽산블루밍아파트),청년신혼부부매입임대,59.95,1,2004-09-30,,2018
18018,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원선로 50(원곡동 벽산블루밍아파트),청년신혼부부매입임대,59.95,1,2004-08-04,,2018
18019,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.95,1,2006-05-16,,2018
18020,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18021,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18022,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18023,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18024,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18025,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18026,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18027,청년신혼부부매입임대(경기안산시),경기도 안산시 단원구 원초로 9(원곡동 안산8차푸르지오),청년신혼부부매입임대,59.9624,1,2006-05-16,,2018
18028,청년신혼부부매입임대(경기남양주시),경기도 남양주시 늘을1로 270(호평동 한라비발디아파트),청년신혼부부매입임대,59.9624,1,2005-11-21,,2018
18029,청년신혼부부매입임대(경기남양주시),경기도 남양주시 오남읍 양지로281번길 16(쌍용스윗닷홈아파트),청년신혼부부매입임대,59.949,1,2005-08-31,,2018
18030,청년신혼부부매입임대(경기남양주시),경기도 남양주시 오남읍 양지로281번길 16(쌍용스윗닷홈아파트),청년신혼부부매입임대,59.957,1,2005-08-31,,2018
18031,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.957,1,2004-09-18,,2018
18032,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18033,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2007-09-18,,2018
18034,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18035,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18036,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18037,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18038,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18039,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18040,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18041,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18042,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18043,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18044,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18045,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18046,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18047,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18048,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18049,청년신혼부부매입임대(경기남양주시),경기도 남양주시 의안로 155(평내동 평내마을신명스카이뷰아파트),청년신혼부부매입임대,59.9016,1,2004-09-18,,2018
18050,청년신혼부부매입임대(경기남양주시),경기도 남양주시 천마산로 65(호평동 호평 파라곤),청년신혼부부매입임대,59.9016,1,2010-12-31,,2017
18051,청년신혼부부매입임대(경기남양주시),경기도 남양주시 천마산로 65(호평동 호평 파라곤),청년신혼부부매입임대,59.61,1,2010-12-31,,2017
18052,청년신혼부부매입임대(경기남양주시),경기도 남양주시 천마산로 65(호평동 호평 파라곤),청년신혼부부매입임대,59.61,1,2010-12-31,,2018
18053,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.61,1,2005-08-03,,2018
18054,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18055,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18056,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18057,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18058,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18059,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18060,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18061,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 104(평내동 평내마을 평내2차 대주파크빌),청년신혼부부매입임대,59.8684,1,2005-08-03,,2018
18062,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.8684,1,2004-07-02,,2018
18063,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18064,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18065,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18066,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18067,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18068,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18069,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18070,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18071,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.92,1,2004-07-02,,2018
18072,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18073,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18074,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18075,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18076,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18077,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18078,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18079,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18080,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18081,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.93,1,2007-04-02,,2018
18082,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18083,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2006-03-30,,2018
18084,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.69,1,2004-07-02,,2018
18085,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18086,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18087,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 46(평내동 평내마을주공아파트),청년신혼부부매입임대,59.53,1,2004-07-02,,2018
18088,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 89(평내동 평내마을유진마젤란아파트),청년신혼부부매입임대,59.69,1,2005-10-07,,2018
18089,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 89(평내동 평내마을유진마젤란아파트),청년신혼부부매입임대,59.9868,1,2005-10-07,,2018
18090,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 89(평내동 평내마을유진마젤란아파트),청년신혼부부매입임대,59.9868,1,2005-10-07,,2018
18091,청년신혼부부매입임대(경기남양주시),경기도 남양주시 평내로 89(평내동 평내마을유진마젤란아파트),청년신혼부부매입임대,59.9868,1,2005-10-07,,2018
18092,청년신혼부부매입임대(경기남양주시),경기도 남양주시 호평로 9(호평동 호평마을우미린아파트),청년신혼부부매입임대,59.9868,1,2004-12-10,,2018
18093,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 경춘로 2102-16(마석 그랜드힐아파트),청년신혼부부매입임대,59.9789,1,2004-03-24,,2018
18094,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,56.9037,1,2005-12-15,,2018
18095,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-14,,2018
18096,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-14,,2018
18097,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-15,,2018
18098,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-15,,2018
18099,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-15,,2018
18100,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-15,,2018
18101,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-14,,2018
18102,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-15,,2018
18103,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2015-12-14,,2018
18104,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-15,,2018
18105,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 맷돌로 50(보미청광플러스원아파트),청년신혼부부매입임대,59.979,1,2005-12-15,,2018
18106,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 비룡로 56-8(신명스카이뷰그린아파트),청년신혼부부매입임대,59.979,1,2005-10-28,,2018
18107,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 비룡로 56-8(신명스카이뷰그린아파트),청년신혼부부매입임대,59.9742,1,2005-10-28,,2018
18108,청년신혼부부매입임대(경기남양주시),경기도 남양주시 화도읍 비룡로158번길 11(엘아이지아파트),청년신혼부부매입임대,59.9742,1,2005-11-18,,2018
18109,청년신혼부부매입임대(경기오산시),경기도 오산시 수청로 31(수청동 우미이노스빌),청년신혼부부매입임대,59.9693,1,2004-11-19,,2018
18110,청년신혼부부매입임대(경기오산시),경기도 오산시 수청로 31(수청동 우미이노스빌),청년신혼부부매입임대,59.9789,1,2004-11-19,,2018
18111,청년신혼부부매입임대(경기오산시),경기도 오산시 수청로 31(수청동 우미이노스빌),청년신혼부부매입임대,59.6708,1,2004-11-19,,2018
18112,청년신혼부부매입임대(경기오산시),경기도 오산시 수청로 31(수청동 우미이노스빌),청년신혼부부매입임대,59.9789,1,2004-11-19,,2018
18113,청년신혼부부매입임대(경기시흥시),경기도 시흥시 죽율로 45-10(죽율동 시흥6차푸르지오1단지),청년신혼부부매입임대,59.9789,1,2014-07-30,,2018
18114,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 126(동백동 백현마을모아미래도2단지아파트),청년신혼부부매입임대,59.98,1,2006-02-27,,2018
18115,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 126(동백동 백현마을모아미래도2단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18116,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 126(동백동 백현마을모아미래도2단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18117,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 126(동백동 백현마을모아미래도2단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18118,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 126(동백동 백현마을모아미래도2단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18119,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 126(동백동 백현마을모아미래도2단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18120,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2000-06-01,,2018
18121,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18122,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18123,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18124,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18125,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18126,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18127,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18128,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18129,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18130,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 동백8로 90(동백동 백현마을모아미래도1단지아파트),청년신혼부부매입임대,59.735,1,2006-02-27,,2018
18131,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 한보라2로 167(공세동 한보라마을휴먼시아9단지아파트),청년신혼부부매입임대,59.735,1,2006-10-13,,2018
18132,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 한보라2로 167(공세동 한보라마을휴먼시아9단지아파트),청년신혼부부매입임대,59.84,1,2006-10-13,,2018
18133,청년신혼부부매입임대(경기용인시),경기도 용인시 기흥구 한보라2로 167(공세동 한보라마을휴먼시아9단지아파트),청년신혼부부매입임대,59.84,1,2006-10-13,,2018
18134,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,59.84,1,2009-11-24,,2017
18135,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.999,1,2009-11-24,,2017
18136,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.806,1,2010-05-14,,2017
18137,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.806,1,2010-05-14,,2017
18138,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.314,1,2009-11-24,,2017
18139,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58,1,2009-11-24,,2017
18140,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58,1,2009-11-24,,2017
18141,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.314,1,2009-11-24,,2017
18142,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58,1,2010-05-14,,2017
18143,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.806,1,2009-11-24,,2017
18144,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.806,1,2010-05-14,,2017
18145,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.314,1,2009-11-24,,2017
18146,청년신혼부부매입임대(경기용인시),경기도 용인시 처인구 금령로13번길 13(김량장동 김량장동 어울림아파트),청년신혼부부매입임대,58.314,1,2009-11-24,,2017
18147,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,58,1,2008-01-30,,2017
18148,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18149,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18150,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18151,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18152,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18153,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18154,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-30,,2017
18155,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-30,,2017
18156,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-30,,2017
18157,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18158,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-30,,2017
18159,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
18160,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-30,,2017
18161,청년신혼부부매입임대(경기화성시),경기도 화성시 동탄공원로 21-11(능동 푸른마을모아미래도아파트),청년신혼부부매입임대,59.192,1,2008-01-24,,2017
