단지코드,단지명,주소,상세주소,준공일자,매입일자,공급유형,형명,공급면적,세대수,구분
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,29034,29.78,78,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,36562,36.76,80,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,36563,36.92,230,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,45120,45.84,120,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,45121,45.86,184,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,45122,45.84,40,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,45123,45.86,92,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,51783,51.98,144,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,51784,51.98,177,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,51792,51.98,46,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,51793,51.98,46,건설
C00001,파주운정A18BL(한울5),"경기도 파주시 한울로 84(동패동,휴먼시아 한울마을)",,2010-11-29,,국민임대,059C09,59.88,230,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,36646,36.86,86,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,36647,36.86,26,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,046A78,46.87,267,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,046A80,46.87,29,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,046A81,46.87,14,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,51832,51.99,60,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,51833,51.53,103,건설
C00002,김포마송10(매수리마을),경기도 김포시 통진읍 마송1로 134-25(마송휴먼시아 매수리마을),,2010-11-23,,국민임대,55051,55.89,114,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,33041,33.4,134,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,33043,33.4,80,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,41029,41.67,24,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,41030,41.9,48,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,41031,41.23,101,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,46671,46.9,22,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,46672,46.9,44,건설
C00003,태안평천 2단지,충청남도 태안군 태안읍 동평로 42(평천휴먼시아아파트),,2010-10-01,,국민임대,51610,51.88,78,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,39620,39.79,116,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,46984,46.9,112,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,46985,46.9,120,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,46986,46.81,30,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,51762,51.96,198,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,51763,51.96,67,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,51764,51.71,51,건설
C00004,광명역세권 2단지,"경기도 광명시 서원로 25(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,51765,51.46,60,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,39307,39.72,134,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,39308,39.72,15,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,51369,51.93,385,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,51370,51.93,15,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,51371,51.93,41,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,51385,51.95,89,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,51386,51.95,135,건설
C00005,포항장량 1단지,"경상북도 포항시 북구 장량중앙로 17(양덕동,장량 휴먼시아아파트)",,2010-10-21,,국민임대,59899,59.88,86,건설
C00006,성남도촌1(국임),"경기도 성남시 중원구 도촌남로 22(도촌동,휴먼시아섬마을1단지아파트)",,3011-11-11,,국민임대,059B79,59.98,210,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,39620,39.79,368,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,39621,39.79,30,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,39622,39.79,22,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,46984,46.9,116,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,46985,46.9,180,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,46986,46.81,60,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,51762,51.96,416,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,51763,51.96,138,건설
C00007,광명역세권 1단지,"경기도 광명시 성채안로 26(소하동,광명역세권휴먼시아)",,3011-11-11,,국민임대,51764,51.71,24,건설
C00008,통영미수2단지,"경상남도 통영시 미우지해안로 107(미수동,미수휴먼시아)",,2010-06-01,,국민임대,33053,33.48,276,건설
C00008,통영미수2단지,"경상남도 통영시 미우지해안로 107(미수동,미수휴먼시아)",,2010-06-01,,국민임대,39497,39.6,60,건설
C00008,통영미수2단지,"경상남도 통영시 미우지해안로 107(미수동,미수휴먼시아)",,2010-06-01,,국민임대,39498,39.6,20,건설
C00008,통영미수2단지,"경상남도 통영시 미우지해안로 107(미수동,미수휴먼시아)",,2010-06-01,,국민임대,46702,46.9,38,건설
C00008,통영미수2단지,"경상남도 통영시 미우지해안로 107(미수동,미수휴먼시아)",,2010-06-01,,국민임대,46703,46.9,19,건설
C00008,통영미수2단지,"경상남도 통영시 미우지해안로 107(미수동,미수휴먼시아)",,2010-06-01,,국민임대,51624,51.97,106,건설
C00008,통영미수2단지,"경상남도 통영시 미우지해안로 107(미수동,미수휴먼시아)",,2010-06-01,,국민임대,51625,51.97,26,건설
C00009,인천소래 3단지,"인천광역시 남동구 앵고개로815번길 22(논현동,소래휴먼시아3단지)",,2010-12-16,,국민임대,29027,29.48,548,건설
C00009,인천소래 3단지,"인천광역시 남동구 앵고개로815번길 22(논현동,소래휴먼시아3단지)",,2010-12-16,,국민임대,36442,36.62,518,건설
C00009,인천소래 3단지,"인천광역시 남동구 앵고개로815번길 22(논현동,소래휴먼시아3단지)",,2010-12-16,,국민임대,36444,36.62,80,건설
C00009,인천소래 3단지,"인천광역시 남동구 앵고개로815번길 22(논현동,소래휴먼시아3단지)",,2010-12-16,,국민임대,46813,46.8,448,건설
C00009,인천소래 3단지,"인천광역시 남동구 앵고개로815번길 22(논현동,소래휴먼시아3단지)",,2010-12-16,,국민임대,51678,51.92,270,건설
C00009,인천소래 3단지,"인천광역시 남동구 앵고개로815번길 22(논현동,소래휴먼시아3단지)",,2010-12-16,,국민임대,059A98,59.4,162,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,26071,26.58,56,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,36795,36.63,440,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,36796,36.63,38,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,36797,36.63,26,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,046C73,46.66,64,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,046C74,46.66,152,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,046C75,46.66,92,건설
C00010,수원호매실4(국임),"경기도 수원시 권선구 금곡로 137(금곡동,수원호매실휴먼시아4단지아파트)",,2011-07-19,,국민임대,51922,51.98,112,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,30010,30.99,68,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,30011,30.99,34,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,30012,30.95,288,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,41052,41.58,70,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,41053,41.58,70,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,41054,41.11,148,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,41055,41.39,74,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,046A05,46.36,170,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,046A06,46.36,170,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,51772,51.24,62,건설
C00011,"대전도안서남부4bl(06,기) 4단지","대전광역시 유성구 상대로 40(상대동,도안휴먼시아4단지)",,2010-11-10,,국민임대,51773,51.24,62,건설
C00012,남양주호평6단지,"경기도 남양주시 늘을3로 8(호평동,주공Humansia)",,2010-08-17,,국민임대,39607,39.72,120,건설
C00012,남양주호평6단지,"경기도 남양주시 늘을3로 8(호평동,주공Humansia)",,2010-08-17,,국민임대,39608,39.72,120,건설
C00012,남양주호평6단지,"경기도 남양주시 늘을3로 8(호평동,주공Humansia)",,2010-08-17,,국민임대,51709,51.93,207,건설
C00012,남양주호평6단지,"경기도 남양주시 늘을3로 8(호평동,주공Humansia)",,2010-08-17,,국민임대,51710,51.93,96,건설
C00012,남양주호평6단지,"경기도 남양주시 늘을3로 8(호평동,주공Humansia)",,2010-08-17,,국민임대,59905,59.88,160,건설
C00012,남양주호평6단지,"경기도 남양주시 늘을3로 8(호평동,주공Humansia)",,2010-08-17,,국민임대,059B67,59.88,52,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,33101,33.4,82,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,39592,39.94,15,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,39603,39.57,115,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,39604,39.57,35,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,46894,46.9,24,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,46936,46.9,86,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,046F03,46.9,86,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,51739,51.93,132,건설
C00013,부산안락3 4단지,"부산광역시 동래구 충렬대로447번길 38(안락동,부산안락4 휴먼시아)",,2011-07-13,,국민임대,059F67,59.96,44,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,33068,33.56,260,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,39550,39.77,134,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,39551,39.77,14,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,41043,41.83,88,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,41044,41.75,56,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,41045,41.13,28,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,51672,51.59,56,건설
C00014,아산인주,충청남도 아산시 인주면 아산만로 1674-10(인주휴먼시아아파트),,2011-03-30,,국민임대,51673,51.59,28,건설
C00015,원주무실2(1BL)(05.기) 1단지,강원특별자치도 원주시 시청로 98(무실동),,,,,33059,33.4,288,건설
C00015,원주무실2(1BL)(05.기) 1단지,강원특별자치도 원주시 시청로 98(무실동),,,,,36394,36.55,120,건설
C00015,원주무실2(1BL)(05.기) 1단지,강원특별자치도 원주시 시청로 98(무실동),,,,,36395,36.55,60,건설
C00015,원주무실2(1BL)(05.기) 1단지,강원특별자치도 원주시 시청로 98(무실동),,,,,36396,36.55,60,건설
C00015,원주무실2(1BL)(05.기) 1단지,강원특별자치도 원주시 시청로 98(무실동),,,,,46726,46.9,28,건설
C00015,원주무실2(1BL)(05.기) 1단지,강원특별자치도 원주시 시청로 98(무실동),,,,,46727,46.9,178,건설
C00015,원주무실2(1BL)(05.기) 1단지,강원특별자치도 원주시 시청로 98(무실동),,,,,51634,51.93,136,건설
C00016,익산장신 1단지,전북특별자치도 익산시 오산면 선화로4길 66(장신휴먼시아1단지),,2010-10-28,,국민임대,36849,36.55,228,건설
C00016,익산장신 1단지,전북특별자치도 익산시 오산면 선화로4길 66(장신휴먼시아1단지),,2010-10-28,,국민임대,36850,36.55,26,건설
C00016,익산장신 1단지,전북특별자치도 익산시 오산면 선화로4길 66(장신휴먼시아1단지),,2010-10-28,,국민임대,046D18,46.9,196,건설
C00016,익산장신 1단지,전북특별자치도 익산시 오산면 선화로4길 66(장신휴먼시아1단지),,2010-10-28,,국민임대,51928,51.93,246,건설
C00017,익산장신 2단지,전북특별자치도 익산시 오산면 선화로4길 24-9(장신휴먼시아2단지),,2010-10-06,,국민임대,36849,36.55,230,건설
C00017,익산장신 2단지,전북특별자치도 익산시 오산면 선화로4길 24-9(장신휴먼시아2단지),,2010-10-06,,국민임대,36850,36.55,28,건설
C00017,익산장신 2단지,전북특별자치도 익산시 오산면 선화로4길 24-9(장신휴먼시아2단지),,2010-10-06,,국민임대,36851,36.62,13,건설
C00017,익산장신 2단지,전북특별자치도 익산시 오산면 선화로4길 24-9(장신휴먼시아2단지),,2010-10-06,,국민임대,046D18,46.9,194,건설
C00017,익산장신 2단지,전북특별자치도 익산시 오산면 선화로4길 24-9(장신휴먼시아2단지),,2010-10-06,,국민임대,046D19,46.9,15,건설
C00017,익산장신 2단지,전북특별자치도 익산시 오산면 선화로4길 24-9(장신휴먼시아2단지),,2010-10-06,,국민임대,51928,51.93,86,건설
C00018,익산장신 3단지,전북특별자치도 익산시 오산면 선화로4길 14(장신휴먼시아3단지),,2010-10-14,,국민임대,39723,39.57,253,건설
C00018,익산장신 3단지,전북특별자치도 익산시 오산면 선화로4길 14(장신휴먼시아3단지),,2010-10-14,,국민임대,39724,39.57,82,건설
C00018,익산장신 3단지,전북특별자치도 익산시 오산면 선화로4길 14(장신휴먼시아3단지),,2010-10-14,,국민임대,046D18,46.9,174,건설
C00018,익산장신 3단지,전북특별자치도 익산시 오산면 선화로4길 14(장신휴먼시아3단지),,2010-10-14,,국민임대,51928,51.93,84,건설
C00019,아산배방11블럭,충남 아산시 배방면 장재리 159번지 아산배방11블럭,,,,공공분양,74463,74.32,330,건설
C00019,아산배방11블럭,충남 아산시 배방면 장재리 159번지 아산배방11블럭,,,,공공분양,74465,74.79,20,건설
C00019,아산배방11블럭,충남 아산시 배방면 장재리 159번지 아산배방11블럭,,,,공공분양,74485,74.56,45,건설
C00019,아산배방11블럭,충남 아산시 배방면 장재리 159번지 아산배방11블럭,,,,공공분양,084Q60,84.11,64,건설
C00019,아산배방11블럭,충남 아산시 배방면 장재리 159번지 아산배방11블럭,,,,공공분양,084Q61,84.29,12,건설
C00019,아산배방11블럭,충남 아산시 배방면 장재리 159번지 아산배방11블럭,,,,공공분양,084Q62,84.15,60,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,39444,39.99,282,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,39445,39.99,143,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,46626,46.98,92,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,46627,46.98,246,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,46628,46.98,152,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,46629,46.85,78,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,51571,51.9,156,건설
C00021,성남판교 봇들 6단지 (A18-2BL),"경기도 성남시 분당구 동판교로 212(삼평동,봇들마을6단지아파트)",,3011-11-11,,국민임대,51572,51.96,148,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,39426,39.73,214,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,39427,39.73,34,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,39428,39.82,471,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,46603,46.86,336,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,46604,46.86,108,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,46605,46.86,72,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,46606,46.81,68,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,46607,46.51,72,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,51549,51.6,491,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,51550,51.64,60,건설
C00022,성남판교 백현 4단지 (A24-1BL),"경기도 성남시 분당구 동판교로 91(백현동,백현마을4단지)",,3011-11-11,,국민임대,51551,51.84,48,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,39430,39.62,275,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,39431,39.62,126,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,39432,39.62,168,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,39433,39.72,219,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,46608,46.81,144,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,46609,46.81,76,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,46610,46.73,98,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,46611,46.81,76,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,46612,46.95,75,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,46613,46.95,75,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,51552,51.78,232,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,51553,51.78,83,건설
C00023,성남판교 백현 3단지 (A25-1BL),경기도 성남시 분당구 동판교로,92  (백현마을),,,국민임대,51554,51.95,75,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,33048,33.38,190,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,39492,39.46,106,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,39704,39.46,43,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,39705,39.46,15,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,46687,46.87,46,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,46688,46.87,23,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,46689,46.88,78,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,46690,46.66,38,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,046C47,46.88,30,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,046C49,46.66,15,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,51612,51.96,20,건설
C00024,대전노은3 4단지,대전광역시 유성구 지족로148번길 40(지족동),,9999-12-31,,국민임대,51614,51.96,20,건설
C00025,서남부6블럭,대전광역시 유성구 봉명로 93  (도안휴먼시아6단지 센트럴시티),,,,공공분양,74207,74.78,96,건설
C00025,서남부6블럭,대전광역시 유성구 봉명로 93  (도안휴먼시아6단지 센트럴시티),,,,공공분양,74208,74.9,112,건설
C00025,서남부6블럭,대전광역시 유성구 봉명로 93  (도안휴먼시아6단지 센트럴시티),,,,공공분양,74260,74.78,8,건설
C00025,서남부6블럭,대전광역시 유성구 봉명로 93  (도안휴먼시아6단지 센트럴시티),,,,공공분양,74261,74.9,8,건설
C00025,서남부6블럭,대전광역시 유성구 봉명로 93  (도안휴먼시아6단지 센트럴시티),,,,공공분양,084G53,84.97,42,건설
C00025,서남부6블럭,대전광역시 유성구 봉명로 93  (도안휴먼시아6단지 센트럴시티),,,,공공분양,084G54,84.61,42,건설
C00025,서남부6블럭,대전광역시 유성구 봉명로 93  (도안휴먼시아6단지 센트럴시티),,,,공공분양,084I49,84.97,2,건설
