단지코드,단지명,주소,상세주소,준공일자,매입일자,공급유형,형명,공급면적,세대수,구분
C00285,용인마평,"경기도 용인시 처인구 고림로 22(마평동,마평주공아파트)",,2004-08-16,,국민임대,888834,36.42,120,건설
C00285,용인마평,"경기도 용인시 처인구 고림로 22(마평동,마평주공아파트)",,2004-08-16,,국민임대,895667,36.7,240,건설
C00286,용인상갈6,경기 용인시 기흥구 상갈동 금화마을주공아파트 480번지,,2001-09-07,,공공분양,128062,39.7,139,건설
C00286,용인상갈6,경기 용인시 기흥구 상갈동 금화마을주공아파트 480번지,,2001-09-07,,공공분양,160739,49.83,88,건설
C00286,용인상갈6,경기 용인시 기흥구 상갈동 금화마을주공아파트 480번지,,2001-09-07,,공공임대(5년),128062,39.7,1,건설
C00287,용인수지,1104번지,,2000-04-06,,공공분양,105686,59.34,58,건설
C00287,용인수지,1104번지,,2000-04-06,,공공분양,105775,59.39,326,건설
C00287,용인수지,1104번지,,2000-04-06,,공공분양,877338,49.26,428,건설
C00288,울릉저동,경상북도 울릉군 울릉읍 봉래길 176(저동휴먼시아),,2009-09-20,,국민임대,38,38.99,43,건설
C00288,울릉저동,경상북도 울릉군 울릉읍 봉래길 176(저동휴먼시아),,2009-09-20,,국민임대,45,45.74,16,건설
C00288,울릉저동,경상북도 울릉군 울릉읍 봉래길 176(저동휴먼시아),,2009-09-20,,국민임대,50,50.54,12,건설
C00289,울산교동,울산광역시 울주군 삼남읍 봉화마을길 9(교동주공아파트),,2003-12-10,,국민임대,110518,45.48,200,건설
C00289,울산교동,울산광역시 울주군 삼남읍 봉화마을길 9(교동주공아파트),,2003-12-10,,국민임대,111733,45.98,58,건설
C00289,울산교동,울산광역시 울주군 삼남읍 봉화마을길 9(교동주공아파트),,2003-12-10,,국민임대,894260,36.8,435,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,영구임대,38.78,26.37,573,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,영구임대,38.88,26.37,358,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,영구임대,39.67,26.37,447,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010001,401.5,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010101,28.5,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010102,40.39,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010103,21.94,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010104,33.31,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010105,33.15,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010106,16.57,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010107,23.35,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010108,20.9,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010109,20.9,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010110,20.9,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010111,20.9,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010201,61.89,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010202,18.38,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010203,26.25,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010204,15,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010205,18.38,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010206,26.25,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010207,15,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010208,33.51,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010209,33.39,1,건설
C00290,울산달동3,"울산광역시 남구 번영로107번길 5(달동,달동주공아파트)",,1993-11-20,,임대상가,77010210,33.51,1,건설
C00291,울산명촌,"울산광역시 북구 명촌로 94(명촌동,울산명촌주공아파트)",,2003-04-12,,국민임대,117005,51.49,174,건설
C00291,울산명촌,"울산광역시 북구 명촌로 94(명촌동,울산명촌주공아파트)",,2003-04-12,,국민임대,118050,51.95,360,건설
C00292,울산호계1,"울산광역시 북구 동대12길 30(호계동,호계1단지주공아파트)",,2004-07-10,,국민임대,129906,51.86,462,건설
C00292,울산호계1,"울산광역시 북구 동대12길 30(호계동,호계1단지주공아파트)",,2004-07-10,,국민임대,150271,59.99,96,건설
C00293,울산호계2,"울산광역시 북구 동대11길 36(호계동,호계2단지주공아파트)",,2004-07-30,,국민임대,100350,36.63,345,건설
C00293,울산호계2,"울산광역시 북구 동대11길 36(호계동,호계2단지주공아파트)",,2004-07-30,,국민임대,126540,46.19,293,건설
C00294,울산화봉1,"울산광역시 북구 화산로 33(화봉동,화봉1주공아파트)",,2009-04-08,,국민임대,68,46.9,324,건설
C00294,울산화봉1,"울산광역시 북구 화산로 33(화봉동,화봉1주공아파트)",,2009-04-08,,국민임대,76,51.93,170,건설
C00295,울산화봉2,"울산광역시 북구 화산로 36(화봉동,화봉2주공아파트)",,2008-12-22,,국민임대,67,46.9,566,건설
C00295,울산화봉2,"울산광역시 북구 화산로 36(화봉동,화봉2주공아파트)",,2008-12-22,,국민임대,74,51.93,187,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,영구임대,39.87,26.37,745,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,영구임대,43.92,31.32,239,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030001,248.56,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030101,253.71,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030108,14.25,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030109,14.25,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030110,14.25,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030111,14.25,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030112,13.59,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030113,9.96,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030114,13.07,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030121,22.89,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030201,28.19,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030202,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030203,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030204,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030205,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030206,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030207,55.17,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030208,55.17,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030209,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030210,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030211,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030212,27.75,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030213,23.25,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030214,19.15,1,건설
C00296,울산화정,"울산광역시 동구 월봉10길 16(화정동,화정주공임대아파트)",,1991-06-20,,임대상가,77030215,42.35,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,영구임대,39.9,26.37,745,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,영구임대,43.93,31.32,239,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,영구임대,45.32,31.32,149,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010001,248.56,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010101,22.91,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010102,28.69,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010103,28.69,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010104,28.69,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010105,23.86,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010106,23.86,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010107,28.69,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010108,28.69,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010109,24.19,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010110,13.77,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010111,23.79,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010112,23.79,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010113,28.93,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010114,28.93,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010115,22.89,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010201,28.19,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010202,27.75,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010203,27.75,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010204,27.75,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010205,27.75,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010206,82.92,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010207,55.17,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010208,55.5,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010209,27.75,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010210,27.75,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010211,42.4,1,건설
C00297,원주명륜2,"강원특별자치도 원주시 예술관길 31(명륜동,명륜2단지아파트)",,1992-08-04,,임대상가,77010212,42.35,1,건설
C00298,원주무실1,"강원특별자치도 원주시 시청로 68(무실동,원주무실1단지아파트)",,2004-06-19,,국민임대,116057,51.88,580,건설
C00298,원주무실1,"강원특별자치도 원주시 시청로 68(무실동,원주무실1단지아파트)",,2004-06-19,,국민임대,116259,51.97,39,건설
C00298,원주무실1,"강원특별자치도 원주시 시청로 68(무실동,원주무실1단지아파트)",,2004-06-19,,국민임대,116281,51.98,90,건설
C00299,원주무실4,강원특별자치도 원주시 시청로,88 (무실동),2001-10-19,,공공분양,158882,75.66,168,건설
C00299,원주무실4,강원특별자치도 원주시 시청로,88 (무실동),2001-10-19,,공공분양,159008,75.72,70,건설
C00299,원주무실4,강원특별자치도 원주시 시청로,88 (무실동),2001-10-19,,공공분양,159491,75.95,34,건설
C00299,원주무실4,강원특별자치도 원주시 시청로,88 (무실동),2001-10-19,,공공분양,177488,84.52,449,건설
C00299,원주무실4,강원특별자치도 원주시 시청로,88 (무실동),2001-10-19,,공공임대(5년),158882,75.66,2,건설
C00299,원주무실4,강원특별자치도 원주시 시청로,88 (무실동),2001-10-19,,공공임대(5년),177488,84.52,7,건설
C00300,원주무실5,"강원특별자치도 원주시 만대로 96(무실동,원주무실5단지아파트, 501동)",,2008-11-02,,국민임대,46442,46.9,306,건설
C00300,원주무실5,"강원특별자치도 원주시 만대로 96(무실동,원주무실5단지아파트, 501동)",,2008-11-02,,국민임대,47012,47.4,14,건설
C00300,원주무실5,"강원특별자치도 원주시 만대로 96(무실동,원주무실5단지아파트, 501동)",,2008-11-02,,국민임대,51430,51.93,176,건설
C00301,원주문막1,강원특별자치도 원주시 문막읍 원문로 1684(원주문막주공아파트),,2008-11-17,,국민임대,39,39.54,88,건설
C00301,원주문막1,강원특별자치도 원주시 문막읍 원문로 1684(원주문막주공아파트),,2008-11-17,,국민임대,46A,46.79,88,건설
C00301,원주문막1,강원특별자치도 원주시 문막읍 원문로 1684(원주문막주공아파트),,2008-11-17,,국민임대,46B,46.9,180,건설
C00301,원주문막1,강원특별자치도 원주시 문막읍 원문로 1684(원주문막주공아파트),,2008-11-17,,국민임대,51,51.93,142,건설
C00302,원주태장4,"강원특별자치도 원주시 흥양로51번길 20(태장동,원주태장4주공아파트)",,2008-04-27,,국민임대,120297,51.93,330,건설
C00302,원주태장4,"강원특별자치도 원주시 흥양로51번길 20(태장동,원주태장4주공아파트)",,2008-04-27,,국민임대,138713,59.88,254,건설
C00303,음성금왕1,충청북도 음성군 금왕읍 대금로 1457-7(음성금왕주공아파트),,1999-04-04,,공공임대(50년),59.9684,39.99,163,건설
C00303,음성금왕1,충청북도 음성군 금왕읍 대금로 1457-7(음성금왕주공아파트),,1999-04-04,,공공임대(50년),73.68,49.96,178,건설
C00303,음성금왕1,충청북도 음성군 금왕읍 대금로 1457-7(음성금왕주공아파트),,1999-04-04,,공공임대(50년),74.6092,49.96,150,건설
C00303,음성금왕1,충청북도 음성군 금왕읍 대금로 1457-7(음성금왕주공아파트),,1999-04-04,,임대상가,77030101,0,1,건설
C00304,음성신천,충청북도 음성군 음성읍 중앙로40번길 16(음성신천휴먼시아),,2009-06-20,,국민임대,54,36.62,86,건설
C00304,음성신천,충청북도 음성군 음성읍 중앙로40번길 16(음성신천휴먼시아),,2009-06-20,,국민임대,58,39.63,344,건설
C00304,음성신천,충청북도 음성군 음성읍 중앙로40번길 16(음성신천휴먼시아),,2009-06-20,,국민임대,68,46.9,86,건설
C00305,의왕내손,"경기도 의왕시 갈미1로 22(내손동,의왕내손 주공아파트)",,2003-06-20,,국민임대,118978,51.49,294,건설
C00305,의왕내손,"경기도 의왕시 갈미1로 22(내손동,의왕내손 주공아파트)",,2003-06-20,,국민임대,119510,51.72,448,건설
C00305,의왕내손,"경기도 의왕시 갈미1로 22(내손동,의왕내손 주공아파트)",,2003-06-20,,국민임대,137811,59.64,80,건설
C00306,의정부금오9,"경기도 의정부시 부용로 236(신곡동,주공아파트)",,2002-09-19,,국민임대,120053,49.81,1060,건설
C00306,의정부금오9,"경기도 의정부시 부용로 236(신곡동,주공아파트)",,2002-09-19,,국민임대,120245,49.89,78,건설
C00306,의정부금오9,"경기도 의정부시 부용로 236(신곡동,주공아파트)",,2002-09-19,,국민임대,955409,39.64,90,건설
C00306,의정부금오9,"경기도 의정부시 부용로 236(신곡동,주공아파트)",,2002-09-19,,국민임대,962641,39.94,222,건설
C00307,의정부송산3,"경기도 의정부시 효자로 38(민락동,송산주공아파트)",,2003-07-12,,공공임대(50년),112180,49.86,390,건설
C00308,의정부송산5,경기도 의정부시 송현로,87 (민락동),#VALUE!,,공공분양,33.38,84.34,261,건설
C00308,의정부송산5,경기도 의정부시 송현로,87 (민락동),#VALUE!,,공공분양,33.44,84.49,39,건설
C00308,의정부송산5,경기도 의정부시 송현로,87 (민락동),#VALUE!,,공공임대(5년),33.38,84.34,19,건설
C00308,의정부송산5,경기도 의정부시 송현로,87 (민락동),#VALUE!,,공공임대(5년),33.44,84.49,1,건설
C00309,의정부송산6,경기도 의정부시 효자로,"26, 송산주공6단지 (민락동)",#VALUE!,,공공분양,33.02,84.34,187,건설
C00309,의정부송산6,경기도 의정부시 효자로,"26, 송산주공6단지 (민락동)",#VALUE!,,공공분양,33.08,84.49,17,건설
C00309,의정부송산6,경기도 의정부시 효자로,"26, 송산주공6단지 (민락동)",#VALUE!,,공공임대(5년),33.02,84.34,13,건설
C00309,의정부송산6,경기도 의정부시 효자로,"26, 송산주공6단지 (민락동)",#VALUE!,,공공임대(5년),33.08,84.49,3,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,영구임대,39.83,26.37,882,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,영구임대,46.94,31.32,120,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,영구임대,60.43,40.32,120,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010001,583.4,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010101,38,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010102,39.33,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010103,39.33,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010104,39.33,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010105,38,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010106,37.26,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010107,37.41,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010108,37.41,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010109,37.41,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010110,37.49,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010201,54.61,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010202,54.51,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010203,54.51,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010204,54.51,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010205,54.6,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010206,75.98,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010207,37.95,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010208,37.95,1,건설
C00310,의정부장암,"경기도 의정부시 동일로 397(장암동,장암1단지주공· 장암2단지주공아파트)",,1991-12-30,,임대상가,77010209,38.04,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,영구임대,39.87,26.37,447,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,영구임대,43.92,31.32,239,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010001,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010101,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010102,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010103,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010104,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010105,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010106,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010201,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010202,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010203,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010204,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010205,0,1,건설
C00311,익산동산,"전북특별자치도 익산시 동천로7길 26-5(동산동,동산 주공아파트)",,1992-03-05,,임대상가,77010206,0,1,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,38.54,26.37,717,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,39.14,26.37,278,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,039.14A,26.37,10,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,039.14B,26.37,10,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,39.93,26.37,149,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,43.96,31.32,239,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,45.34,31.32,149,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,영구임대,78.28C,52.74,30,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,임대상가,77010001,330,1,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,임대상가,77010101,37.26,1,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,임대상가,77010102,37.41,1,건설
C00312,익산부송1,"전북특별자치도 익산시 무왕로22길 12(부송동,익산부송1주공아파트)",,1993-03-22,,임대상가,77010103,37.41,1,건설
